	label	aspect	sentence	masked_sen	subject	verb	object
770	1	ausgeleuchtet	In einem anschliessenden Streitgespräch werden die Aspekte des Themas ausgeleuchtet .	In einem anschliessenden Streitgespräch werden die Aspekte des Themas [MASK] .		ausleuchten	Aspekt
771	1	auszuleuchten	Ziel der ersten beiden Ansätze ist , das Krankheitsbild AIDS im Kontext medizinischer Visualisierung auszuleuchten .	Ziel der ersten beiden Ansätze ist , das Krankheitsbild AIDS im Kontext medizinischer Visualisierung [MASK] .		ausleuchten	Krankheitsbild
772	1	ausgeleuchtet	Jede mögliche Situation beim Auftritt wird ausgeleuchtet .	Jede mögliche Situation beim Auftritt wird [MASK] .		ausleuchten	Situation
773	1	auszuleuchten	Zudem hat er das Forum in Belem 2009 genutzt , um den Kontext von Belo Monte auszuleuchten .	Zudem hat er das Forum in Belem 2009 genutzt , um den Kontext von Belo Monte [MASK] .		ausleuchten	Kontext
774	1	zugestopft	90 Prozent der Zeitschriften sind mit Werbung und Testberichten zugestopft .	90 Prozent der Zeitschriften sind mit Werbung und Testberichten [MASK] .		zustopfen	Prozent
775	0	zugestopft	Vorläufig zugestopft mit Watte und irgend so Antibiotikazeugs fühlt es sich gut an .	Vorläufig [MASK] mit Watte und irgend so Antibiotikazeugs fühlt es sich gut an .		zustopfen	
776	1	zustopfen	Dann werden ja die 15 min Filme meine ganze Festplatte zustopfen !	Dann werden ja die 15 min Filme meine ganze Festplatte [MASK] !	Film	zustopfen	Festplatte
777	1	zugestopft	Selbst bei 2,5 Watt Sendeleistung wird der Empfänger zugestopft .	Selbst bei 2,5 Watt Sendeleistung wird der Empfänger [MASK] .		zustopfen	Empfänger
778	0	zugestopft	Alle sensiblen Öffnungen , wie Auspuff und Luftfilter , habe ich mit Lappen zugestopft .	Alle sensiblen Öffnungen , wie Auspuff und Luftfilter , habe ich mit Lappen [MASK] .		zustopfen	Öffnung
779	1	stopfen	Mit Filmen und Serien stopfen sich die Zuschauer zu .	Mit Filmen und Serien [MASK] sich die Zuschauer zu .	Zuschauer	zustopfen	sich
780	0	zugestopft	Die Regale - seit langem nicht mehr drangekommen - mächtig zugestopft und verstaubt .	Die Regale - seit langem nicht mehr drangekommen - mächtig [MASK] und verstaubt .		zustopfen	
781	1	zugestopft	Die Clubman wirkte ein wenig zugestopft , ihre Leistungsabgabe verhaltener .	Die Clubman wirkte ein wenig [MASK] , ihre Leistungsabgabe verhaltener .		zustopfen	Clubman
782	1	zustopfen	Lieber die Kids mit Medikamenten zustopfen sodass alles schnell vorbei ist und fertig .	Lieber die Kids mit Medikamenten [MASK] sodass alles schnell vorbei ist und fertig .		zustopfen	Kids
783	0	zugestopft	Möbel müssten auseinandergebaut , Ritzen mit Silikon zugestopft und die Matratze möglicherweise ausgewechselt werden .	Möbel müssten auseinandergebaut , Ritzen mit Silikon [MASK] und die Matratze möglicherweise ausgewechselt werden .		zustopfen	Ritze
784	0	zugestopft	Neben den Ameisenleichen war die Steckdose auch mit ganz feinen Holzspänchen zugestopft .	Neben den Ameisenleichen war die Steckdose auch mit ganz feinen Holzspänchen [MASK] .		zustopfen	Steckdose
785	0	zugestopft	Durch kleine Löcher , die hinterher mit Harz zugestopft wurden , liessen sie Wasser ein .	Durch kleine Löcher , die hinterher mit Harz [MASK] wurden , liessen sie Wasser ein .		zustopfen	Loch
786	1	zustopfen	Bevor wir die Bühne mit mehr Scheinerfern zustopfen , leisten wir uns 18 sogennante Scroller .	Bevor wir die Bühne mit mehr Scheinerfern [MASK] , leisten wir uns 18 sogennante Scroller .		zustopfen	Bühne
787	1	zustopfen	Aber du musst diese schreckliche Band hören - damit könnteste dir immerhin die Ohren zustopfen .	Aber du musst diese schreckliche Band hören - damit könnteste dir immerhin die Ohren [MASK] .		zustopfen	Ohr
788	1	zugestopft	Die haben mich echt mit Informationen zugestopft !	Die haben mich echt mit Informationen [MASK] !		zustopfen	
789	1	zugestopft	Aber der Flughafen war mit Menschenmassen zugestopft .	Aber der Flughafen war mit Menschenmassen [MASK] .		zustopfen	Flughafen
790	0	zugestopft	Die meisten Löcher sind mit Lehmmörtel zugestopft worden , andere mit was Grünlichem , wahrscheinlich zerkautes Pflanzenmaterial .	Die meisten Löcher sind mit Lehmmörtel [MASK] worden , andere mit was Grünlichem , wahrscheinlich zerkautes Pflanzenmaterial .		zustopfen	Loch
791	0	zugestopft	Unser Briefkasten ist jede Woche 2 - 3 mal mit ca. 8 Werbung und Prospekten zugestopft .	Unser Briefkasten ist jede Woche 2 - 3 mal mit ca. 8 Werbung und Prospekten [MASK] .	Woche	zustopfen	Briefkasten
792	1	zugestopft	Wenn es so weiter geht werden EC-Karten mit allen möglichen persönlichen Daten zugestopft .	Wenn es so weiter geht werden EC-Karten mit allen möglichen persönlichen Daten [MASK] .		zustopfen	EC-Karte
793	1	zustopfen	Oder aber die Notenpresse anwerfen und die Bilanzlöcher bei seinen Banken mit Zentralbankgeld zustopfen .	Oder aber die Notenpresse anwerfen und die Bilanzlöcher bei seinen Banken mit Zentralbankgeld [MASK] .		zustopfen	Bilanzloch
794	1	zugestopft	Was dort an Parkraum freigeschaufelt , würde hier wieder zugestopft .	Was dort an Parkraum freigeschaufelt , würde hier wieder [MASK] .		zustopfen	
795	0	zustopfen	Das hiess die alten Löcher zustopfen und neue Bohren .	Das hiess die alten Löcher [MASK] und neue Bohren .		zustopfen	Loch
796	0	zugestopft	Mein Mann hat das Loch zugestopft , daher kann ich die Grösse nicht mehr richtig einschätzen .	Mein Mann hat das Loch [MASK] , daher kann ich die Grösse nicht mehr richtig einschätzen .	Mann	zustopfen	Loch
797	0	zugestopft	Irgendwer hatte sie mit Watte zugestopft .	Irgendwer hatte sie mit Watte [MASK] .		zustopfen	
798	1	zugestopft	Wird ausschliesslich der Meta-Tag Keywords mit Begriffen zugestopft , soll die Seite nicht als Spam gekennzeichnet werden .	Wird ausschliesslich der Meta-Tag Keywords mit Begriffen [MASK] , soll die Seite nicht als Spam gekennzeichnet werden .		zustopfen	Keyword
799	0	zugestopft	Nun habe ich den Spalt mit einer Decke zugestopft .	Nun habe ich den Spalt mit einer Decke [MASK] .		zustopfen	Spalt
800	1	zustopfen	Dann müsste man nicht den Treff immer so zustopfen mit neuen Ideen und ALs .. !?	Dann müsste man nicht den Treff immer so [MASK] mit neuen Ideen und ALs .. !?		zustopfen	Treff
801	0	zugestopft	Am Wochenende kriegt sie dann ihre Mülltonne mit der versauten Auflage meines Liegestuhls zugestopft .	Am Wochenende kriegt sie dann ihre Mülltonne mit der versauten Auflage meines Liegestuhls [MASK] .		zustopfen	Mülltonne
802	0	zustopfen	Vulkane zustopfen könnte eine neue Geschäftsidee werden , nicht wahr .	Vulkane [MASK] könnte eine neue Geschäftsidee werden , nicht wahr .		zustopfen	Vulkan
803	1	stopft	Das Fernsehen stopft den Kopf zu .	Das Fernsehen [MASK] den Kopf zu .	Fernsehen	zustopfen	Kopf
804	0	zugestopft	Das Rohr habe ich dann in einen 15 Liter Pflanztopf gestellt und aussen mit Gartenerde zugestopft .	Das Rohr habe ich dann in einen 15 Liter Pflanztopf gestellt und aussen mit Gartenerde [MASK] .		zustopfen	Rohr
805	0	zustopfen	Einfach das Loch mit Watte oder Stoff zustopfen , um den Bass abzuschwächen .	Einfach das Loch mit Watte oder Stoff [MASK] , um den Bass abzuschwächen .		zustopfen	Loch
806	1	zugestopft	Diätfutter , Medikamente , Pankrex , Kortison , der arme kleine Kerl wurde mit allem zugestopft .	Diätfutter , Medikamente , Pankrex , Kortison , der arme kleine Kerl wurde mit allem [MASK] .		zustopfen	Kerl
807	0	stopfen	Die Stopfmaschine hebt die Schwellen an , um dann den Schotter zu stopfen und zu verdichten .	Die Stopfmaschine hebt die Schwellen an , um dann den Schotter zu [MASK] und zu verdichten .		zustopfen	Schotter
808	0	aussteigen	Ich muss zumindest erstmal aus dem Taxi aussteigen .	Ich muss zumindest erstmal aus dem Taxi [MASK] .	ich	aussteigen	
809	1	ausgestiegen	Laut WDR und eigener Aussage war besagter Aussteiger vor drei bzw. einigen Jahren ausgestiegen .	Laut WDR und eigener Aussage war besagter Aussteiger vor drei bzw. einigen Jahren [MASK] .	Aussteiger	aussteigen	
810	0	aussteigen	So hiess es gegen halb sieben nicht aussteigen am Hostel , sondern am Times Square .	So hiess es gegen halb sieben nicht [MASK] am Hostel , sondern am Times Square .		aussteigen	
811	0	Ausgestiegen	Ausgestiegen wurde am Bahnhof Gladbeck-West .	[MASK] wurde am Bahnhof Gladbeck-West .		aussteigen	
812	0	aussteigen	An der nächsten Station muss ich aussteigen .	An der nächsten Station muss ich [MASK] .	ich	aussteigen	
813	1	aussteige	Er bringt mich irgendwann soweit , dass ich aus der Fraktion aussteige .	Er bringt mich irgendwann soweit , dass ich aus der Fraktion [MASK] .	ich	aussteigen	
814	1	auszusteigen	Und dann den ersten Kurssprung nach ihrer Empfehlung nutzen , um auszusteigen .	Und dann den ersten Kurssprung nach ihrer Empfehlung nutzen , um [MASK] .		aussteigen	
815	0	steigt	Alle halbe Stunde kommt die Rettungskapsel oben an und einer der Bergleute steigt aus .	Alle halbe Stunde kommt die Rettungskapsel oben an und einer der Bergleute [MASK] aus .	einer	aussteigen	
816	1	steig	Ich steig jetzt langsam geistig aus .	Ich [MASK] jetzt langsam geistig aus .	ich	aussteigen	
817	0	stiegen	Mitten in der Pampa hielt er erneut an und wir stiegen aus .	Mitten in der Pampa hielt er erneut an und wir [MASK] aus .	wir	aussteigen	
818	1	auszusteigen	Ich würde als Grieche alles dafür tun , aus dem Euro auszusteigen .	Ich würde als Grieche alles dafür tun , aus dem Euro [MASK] .		aussteigen	
819	1	aussteigen	Eigentlich wollte ich aus dem Blog aussteigen angesichts der primitiven Antworten auf meine Anfragen .	Eigentlich wollte ich aus dem Blog [MASK] angesichts der primitiven Antworten auf meine Anfragen .		aussteigen	
820	0	stiegen	Pünktlich hielt auf einmal ein Auto neben uns und es stiegen 5 Männer aus .	Pünktlich hielt auf einmal ein Auto neben uns und es [MASK] 5 Männer aus .	Mann	aussteigen	
821	0	Steigen	Steigen Sie aus , gehen sie über den Parkplatz hinein in die Halle .	[MASK] Sie aus , gehen sie über den Parkplatz hinein in die Halle .		aussteigen	
822	0	auszusteigen	Ihr wurde nämlich dermassen schlecht , sodass sie schon überlegte am nächsten Hafen auszusteigen .	Ihr wurde nämlich dermassen schlecht , sodass sie schon überlegte am nächsten Hafen [MASK] .		aussteigen	
823	0	ausgestiegen	Auf meinen Wunsch hat der Fahrer sofort angehalten und ich bin ausgestiegen .	Auf meinen Wunsch hat der Fahrer sofort angehalten und ich bin [MASK] .		aussteigen	
824	0	aussteigen	Unterwegs eine Baustelle , der Bus konnte nicht weiterfahren , also hiess es aussteigen und laufen .	Unterwegs eine Baustelle , der Bus konnte nicht weiterfahren , also hiess es [MASK] und laufen .		aussteigen	
825	1	aussteigen	Kiefer : Wir können höchstens noch aus der Tourismusförderung aussteigen .	Kiefer : Wir können höchstens noch aus der Tourismusförderung [MASK] .		aussteigen	
826	0	stieg	Er stieg aus und kam auf die Haustür zu .	Er [MASK] aus und kam auf die Haustür zu .		aussteigen	
827	0	stieg	Murmelte rory nur und stieg langsam aus .	Murmelte rory nur und [MASK] langsam aus .		aussteigen	
828	1	auszusteigen	Es geht darum , aus dem alten Schüler Lehrer Spiel auszusteigen .	Es geht darum , aus dem alten Schüler Lehrer Spiel [MASK] .		aussteigen	
829	1	aussteigen	Lance Armstrong musste mit Magenproblemen nach 129 aussteigen .	Lance Armstrong musste mit Magenproblemen nach 129 [MASK] .	Armstrong	aussteigen	
830	0	aussteigen	Später sieht man sie aus dem Zug aussteigen .	Später sieht man sie aus dem Zug [MASK] .		aussteigen	
831	1	auszusteigen	Für Jake ist nur die Frage wichtig , wann habe ich genug Geld um auszusteigen .	Für Jake ist nur die Frage wichtig , wann habe ich genug Geld um [MASK] .		aussteigen	
832	0	steigt	Die S4 wird ab Rahlstedt richtig leer und der nächste Mob steigt in Ahrensburg aus .	Die S4 wird ab Rahlstedt richtig leer und der nächste Mob [MASK] in Ahrensburg aus .	Mob	aussteigen	
833	1	aussteigen	Auch die Justiz kann aus der Geschichte nicht aussteigen .	Auch die Justiz kann aus der Geschichte nicht [MASK] .	Justiz	aussteigen	
834	0	stieg	Das Männchen stieg erbost aus .	Das Männchen [MASK] erbost aus .	Männchen	aussteigen	
835	0	ausstieg	Er schaute missmutig , und als er ausstieg sah ich , dass er einen kleinen Buckel macht .	Er schaute missmutig , und als er [MASK] sah ich , dass er einen kleinen Buckel macht .		aussteigen	
836	1	auszusteigen	Greenpeace fordert , schon bis 2015 aus der riskanten Atomkraft auszusteigen .	Greenpeace fordert , schon bis 2015 aus der riskanten Atomkraft [MASK] .		aussteigen	
837	1	steigt	Das Spiel funktiert nicht , es steigt nach der Spielernamen Eingabe aus .	Das Spiel funktiert nicht , es [MASK] nach der Spielernamen Eingabe aus .		aussteigen	
838	1	ausgestiegen	Sie will nie wieder bei Atomic Kitten einsteigen , einmal ausgestiegen , immer ausgestiegen sagte sie .	Sie will nie wieder bei Atomic Kitten einsteigen , einmal ausgestiegen , immer [MASK] sagte sie .		aussteigen	
839	1	ausgestiegen	Zuvor war Andorfer aus der Vermarktung der RTL-Tochterfirma IP ausgestiegen	Zuvor war Andorfer aus der Vermarktung der RTL-Tochterfirma IP [MASK]	Andorfer	aussteigen	
840	1	aussteigt	Jetzt ist die Frage , wie geht es weiter , wenn der Sponsor aussteigt ?	Jetzt ist die Frage , wie geht es weiter , wenn der Sponsor [MASK] ?	Sponsor	aussteigen	
841	1	ausgestiegen	Aber mir ist nach einem unerwarteten Stromausfall die Harddisk ausgestiegen .	Aber mir ist nach einem unerwarteten Stromausfall die Harddisk [MASK] .	Harddisk	aussteigen	
842	0	angehängt	Mit dem Anhänger kann die 3,0 - Megapixel-Kamera einfach an Schultasche oder Federpenal angehängt werden .	Mit dem Anhänger kann die 3,0 - Megapixel-Kamera einfach an Schultasche oder Federpenal [MASK] werden .		anhängen	Kamera
843	0	angehängt	Die Hinterachse wird dabei starr angehängt .	Die Hinterachse wird dabei starr [MASK] .		anhängen	Hinterachse
844	1	anhängen	Doch jetzt musste sich die Schweiz an den Euro anhängen , sonst hätte das Land grösste Probleme .	Doch jetzt musste sich die Schweiz an den Euro [MASK] , sonst hätte das Land grösste Probleme .	Schweiz	anhängen	
845	0	anhängen	Will diese ans Ladegerät anhängen .	Will diese ans Ladegerät [MASK] .		anhängen	
846	0	anhängen	Werde Morgen mal Ladegerät anhängen und sehen wie sie sich nächste Zeit verhält .	Werde Morgen mal Ladegerät [MASK] und sehen wie sie sich nächste Zeit verhält .		anhängen	Ladegerät
847	1	ahnte	Dass seine Frau indes ebenfalls radikalen Gedanke anhing , ahnte offenbar kaum jemand .	Dass seine Frau indes ebenfalls radikalen Gedanke anhing , [MASK] offenbar kaum jemand .	Frau	anhängen	
848	1	anzuhängen	Jemanden ein Sexualdelikt anzuhängen , ist dabei die kleinste Übung .	Jemanden ein Sexualdelikt [MASK] , ist dabei die kleinste Übung .		anhängen	Sexualdelikt
849	1	anzuhängen	Aber die Rechnung , dem liebeshungrigen Soldaten auf Heimaturlaub das gezeugte Kind anzuhängen , geht nicht auf .	Aber die Rechnung , dem liebeshungrigen Soldaten auf Heimaturlaub das gezeugte Kind [MASK] , geht nicht auf .		anhängen	Kind
850	0	abflacht	Dort wo die Gebirgskette langsam abflacht und zu beiden Seiten die Sicht auf das Mittelmeer freigibt.	Dort wo die Gebirgskette langsam [MASK] und zu beiden Seiten die Sicht auf das Mittelmeer freigibt.	Gebirgskette	abflachen	
851	0	abgeflacht	Die Vorderläufe sind in der Regel lang und leicht abgeflacht .	Die Vorderläufe sind in der Regel lang und leicht [MASK] .		abflachen	Vorderlauf
852	0	flacht	Dadurch knickt der Fuss im Knöchel ab und das Gewölbe flacht ab .	Dadurch knickt der Fuss im Knöchel ab und das Gewölbe [MASK] ab .	Gewölbe	abflachen	
853	0	abgeflacht	Hinterleib sehr breit und abgeflacht , beim Männchen blau bereift und beim Weibchen braun mit gelben Seitenflecken .	Hinterleib sehr breit und [MASK] , beim Männchen blau bereift und beim Weibchen braun mit gelben Seitenflecken .		abflachen	Hinterleib
854	1	abzuflachen	Nach dem ersten Hype scheint das Interesse an Google Dienst Knol erstmal wieder abzuflachen .	Nach dem ersten Hype scheint das Interesse an Google Dienst Knol erstmal wieder [MASK] .	Interesse	abflachen	
855	1	flacht	Das rasante Wachstum der letzten Jahre flacht zwar ab .	Das rasante Wachstum der letzten Jahre [MASK] zwar ab .	Wachstum	abflachen	
856	0	abflachen	Diesem Heiligen gegenüber hängt nämlich eine barbusige Schönheit , der die Kirchenoberen daraufhin die Brüste abflachen liessen .	Diesem Heiligen gegenüber hängt nämlich eine barbusige Schönheit , der die Kirchenoberen daraufhin die Brüste [MASK] liessen .	Kirchenobere	abflachen	Brust
857	0	abgeflacht	Eine optisch schöne rote runde Frucht , gelegentlich etwas abgeflacht .	Eine optisch schöne rote runde Frucht , gelegentlich etwas [MASK] .		abflachen	Frucht
858	1	abflachen	Bereits im weiteren Verlauf des Jahres 2010 wird das Tempo der Erholung deutlich abflachen .	Bereits im weiteren Verlauf des Jahres 2010 wird das Tempo der Erholung deutlich [MASK] .	Tempo	abflachen	
859	0	abgeflacht	Tahitperlen können tropfenförmig , boutonförmig , also leicht abgeflacht , semibarock und barock sein .	Tahitperlen können tropfenförmig , boutonförmig , also leicht [MASK] , semibarock und barock sein .		abflachen	Tahitperle
860	1	flacht	In der nächsten Phase flacht das Engagement plötzlich ab .	In der nächsten Phase [MASK] das Engagement plötzlich ab .	Engagement	abflachen	
861	0	abgeflacht	Halsschild in der Mitte etwas abgeflacht , querüber nicht gleichmässig gewölbt .	Halsschild in der Mitte etwas [MASK] , querüber nicht gleichmässig gewölbt .		abflachen	Halsschild
862	1	abflachen	Ich neige zur grosser Begeisterungsfähigkeit mit anschliessendem Kreativitätsaustoss , was aber schnell wieder abflachen kann .	Ich neige zur grosser Begeisterungsfähigkeit mit anschliessendem Kreativitätsaustoss , was aber schnell wieder [MASK] kann .		abflachen	
863	1	abgeflacht	Somit wird der Anreiz des erneuten Spielens erheblich abgeflacht .	Somit wird der Anreiz des erneuten Spielens erheblich [MASK] .		abflachen	Anreiz
864	0	abflachen	Von den Sauerkrautblättern die dicken Teile abflachen .	Von den Sauerkrautblättern die dicken Teile [MASK] .		abflachen	Teil
865	1	abflacht	Ängste seh ich darin , dass Liebe zu sehr abflacht .	Ängste seh ich darin , dass Liebe zu sehr [MASK] .	Liebe	abflachen	
866	1	abzuflachen	Der Trend zu zur Afrikajagd scheint abzuflachen .	Der Trend zu zur Afrikajagd scheint [MASK] .	Trend	abflachen	
867	0	abgeflacht	Der etwas rundliche Panzer ist deutlich abgeflacht .	Der etwas rundliche Panzer ist deutlich [MASK] .		abflachen	Panzer
868	1	flachte	Von da an flachte das Spiel merklich ab .	Von da an [MASK] das Spiel merklich ab .	Spiel	abflachen	
869	1	abgeflacht	Der Zusammenhang hat sich allerdings über die Zeit auch hier abgeflacht .	Der Zusammenhang hat sich allerdings über die Zeit auch hier [MASK] .	Zusammenhang	abflachen	
870	0	abgeflacht	Beim Senkfuss ist die Wölbung von der Ferse bis zum Vorderfussballen abgeflacht .	Beim Senkfuss ist die Wölbung von der Ferse bis zum Vorderfussballen [MASK] .	Wölbung	abflachen	
871	0	abgeflacht	Die steilen Ufer der Wellsau werden zudem abgeflacht .	Die steilen Ufer der Wellsau werden zudem [MASK] .		abflachen	Ufer
872	0	abgeflacht	Der Baumgipfel wirkt dann abgeflacht .	Der Baumgipfel wirkt dann [MASK] .		abflachen	Baumgipfel
873	1	abflacht	Der Song hat einen starken Einstieg , der dann schnell abflacht .	Der Song hat einen starken Einstieg , der dann schnell [MASK] .	Einstieg	abflachen	
874	1	abgeflacht	Der Verein kritisiert in seinem Aufruf , dass das Programm der öffentlich-rechtlichen Sender abgeflacht sei .	Der Verein kritisiert in seinem Aufruf , dass das Programm der öffentlich-rechtlichen Sender [MASK] sei .		abflachen	Programm
875	1	abflachen	Es wäre ja auch für ihn besser , wenn seine anfänglichen Ausraster schneller abflachen könnten .	Es wäre ja auch für ihn besser , wenn seine anfänglichen Ausraster schneller [MASK] könnten .	Ausraster	abflachen	
876	0	abgeflacht	Der Hinterkopf ist bei den meisten Menschen mit Down-Syndrom leicht abgeflacht .	Der Hinterkopf ist bei den meisten Menschen mit Down-Syndrom leicht [MASK] .	Hinterkopf	abflachen	
877	0	abgeflacht	Ihre Belastung verringerte sich , da die Uferkanten durch Böschungen und Treppen abgeflacht wurden .	Ihre Belastung verringerte sich , da die Uferkanten durch Böschungen und Treppen [MASK] wurden .		abflachen	Uferkante
878	1	abgeflacht	Nach einem Sommer mit mehr Pastis als Spielen , war dann das Interesse abgeflacht ..	Nach einem Sommer mit mehr Pastis als Spielen , war dann das Interesse [MASK] ..	Interesse	abflachen	
879	1	flachte	In den Neunzigerjahren flachte das Interesse ab .	In den Neunzigerjahren [MASK] das Interesse ab .	Interesse	abflachen	
880	0	abgeflacht	Die Böschung wurde etwas nivelliert und das Seeufer geringfügig abgeflacht .	Die Böschung wurde etwas nivelliert und das Seeufer geringfügig [MASK] .		abflachen	Seeufer
881	1	abgeflacht	Daher kann man auf dieser Basis auf keinen Fall behaupten , der Trend habe sich abgeflacht .	Daher kann man auf dieser Basis auf keinen Fall behaupten , der Trend habe sich [MASK] .	Trend	abflachen	
882	1	flachte	Der Jubel für ihn flachte zwar kaum ab , dennoch mehrten sich immer mehr Kritik .	Der Jubel für ihn [MASK] zwar kaum ab , dennoch mehrten sich immer mehr Kritik .	Jubel	abflachen	
883	0	abgeflacht	Die Blätter sind stielrund und oben abgeflacht .	Die Blätter sind stielrund und oben [MASK] .	Blätter	abflachen	
884	1	abflacht	Dass das Wachstum im Baubereich eher abflacht , wenn die Zuwanderung abnimmt , versteht sich .	Dass das Wachstum im Baubereich eher [MASK] , wenn die Zuwanderung abnimmt , versteht sich .	Wachstum	abflachen	
885	1	flachte	Nach der Pause flachte die Partie ab , die beiden Mannschaften neutralisierten sich .	Nach der Pause [MASK] die Partie ab , die beiden Mannschaften neutralisierten sich .	Partie	abflachen	
886	0	flachen	Ihr ist auch sofort aufgefallen , dass die Hufe schlecht stehen , die flachen sich so ab .	Ihr ist auch sofort aufgefallen , dass die Hufe schlecht stehen , die [MASK] sich so ab .	Hufe	abflachen	sich
887	0	abgeflacht	Leider sind die nun die seitlichen Rundungen abgeflacht .	Leider sind die nun die seitlichen Rundungen [MASK] .		abflachen	Rundung
888	1	abflacht	Meine Umgebung wartet ja noch immer darauf , dass die Begeisterung langsam abflacht .	Meine Umgebung wartet ja noch immer darauf , dass die Begeisterung langsam [MASK] .	Begeisterung	abflachen	
889	0	flacht	Durch den mechanischen Druck der Ringe flacht sich die Hornhaut ab .	Durch den mechanischen Druck der Ringe [MASK] sich die Hornhaut ab .	Hornhaut	abflachen	sich
890	1	flachte	Die Poker-Spieler wollten auch mal eins und dann flachte das Interesse ab .	Die Poker-Spieler wollten auch mal eins und dann [MASK] das Interesse ab .	Interesse	abflachen	
891	0	abgeflacht	Falten werden abgeflacht , die Haut wird glatter und straffer .	Falten werden [MASK] , die Haut wird glatter und straffer .		abflachen	Falte
892	1	abflachen	Der Rückgang der Schülerzahlen wird eher etwas abflachen .	Der Rückgang der Schülerzahlen wird eher etwas [MASK] .	Rückgang	abflachen	
893	1	flacht	Mitte der ersten Halbzeit flacht das Spiel deutlich ab .	Mitte der ersten Halbzeit [MASK] das Spiel deutlich ab .	Spiel	abflachen	
894	0	abgeflacht	Die Nägel auf Fingern und Zehen sind abgeflacht	Die Nägel auf Fingern und Zehen sind [MASK]	Nägel	abflachen	
895	0	abgeflacht	Ihr Schwanz ist seitlich stark abgeflacht , ungefähr körperlang und deutlich gesäumt .	Ihr Schwanz ist seitlich stark [MASK] , ungefähr körperlang und deutlich gesäumt .	Schwanz	abflachen	
896	0	aufgerührt	Diese Zutaten müssen lediglich noch aufgerührt werden .	Diese Zutaten müssen lediglich noch [MASK] werden .		aufrühren	Zutat
897	1	aufgerührt	Bemerkenswert ist dennoch , welche Sümpfe durch die kapitalkritische Rhetorik ihres gegenwärtigen Vorsitzenden blubbernd aufgerührt werden .	Bemerkenswert ist dennoch , welche Sümpfe durch die kapitalkritische Rhetorik ihres gegenwärtigen Vorsitzenden blubbernd [MASK] werden .		aufrühren	Sumpf
898	0	aufrühren	Danach den Bierteig nochmals aufrühren .	Danach den Bierteig nochmals [MASK] .		aufrühren	Bierteig
899	0	aufzurühren	Wichtig ist auf jeden Fall die Farbe richtig aufzurühren !	Wichtig ist auf jeden Fall die Farbe richtig [MASK] !		aufrühren	Farbe
900	0	aufrühren	Pellkartoffeln noch heiss fein zerstampfen , mit warmer Gemüsebrühe aufrühren und auskühlen lassen .	Pellkartoffeln noch heiss fein zerstampfen , mit warmer Gemüsebrühe [MASK] und auskühlen lassen .	Pellkartoffel	aufrühren	Pellkartoffel
901	0	aufrührt	Wichtig ist , dass man das Getränk immer frisch aufrührt .	Wichtig ist , dass man das Getränk immer frisch [MASK] .		aufrühren	Getränk
902	1	aufgerührt	Sein Geschick ist immer dasselbe , er ist jedoch vom Wert seines Einsatzes aufgerührt .	Sein Geschick ist immer dasselbe , er ist jedoch vom Wert seines Einsatzes [MASK] .		aufrühren	
903	0	aufgerührt	Das restliche Molke Gemisch wird aufgerührt um es transportierbar zu machen .	Das restliche Molke Gemisch wird [MASK] um es transportierbar zu machen .		aufrühren	Molke-Gemisch
904	0	aufrühren	Portwein mit etwas Speisestärke aufrühren und zur Sosse geben .	Portwein mit etwas Speisestärke [MASK] und zur Sosse geben .		aufrühren	Portwein
905	0	aufrühren	Die Scheiben mit ner Rasierklingen abziehen und den Bodengrund aufrühren .	Die Scheiben mit ner Rasierklingen abziehen und den Bodengrund [MASK] .		aufrühren	Bodengrund
906	0	aufrühren	Abwechselnd die Kirschmarmelade ( vorher leicht aufrühren ) und Mascarpone Sahne Creme einschichten und servieren .	Abwechselnd die Kirschmarmelade ( vorher leicht [MASK] ) und Mascarpone Sahne Creme einschichten und servieren .		aufrühren	Kirschmarmelade
907	1	aufgerührt	Unsere Gefühle werden heftigst aufgerührt .	Unsere Gefühle werden heftigst [MASK] .		aufrühren	Gefühl
908	0	aufgerührt	Die Farbe aufgerührt , und los ging es mit dem Streichen .	Die Farbe [MASK] , und los ging es mit dem Streichen .		aufrühren	Farbe
909	1	rühren	Selbst gut gemeinte Telefonate aus der Heimat rühren sie innerlich auf , bis die Tränen kommen .	Selbst gut gemeinte Telefonate aus der Heimat [MASK] sie innerlich auf , bis die Tränen kommen .	Telefonat	aufrühren	
910	0	aufrühren	Farbige Anstrichmittel vor der Anwendung sorgfältig aufrühren .	Farbige Anstrichmittel vor der Anwendung sorgfältig [MASK] .		aufrühren	Anstrichmittel
911	0	aufgerührt	Damit der Satz am Boden der Dose gut aufgerührt werden kann .	Damit der Satz am Boden der Dose gut [MASK] werden kann .		aufrühren	Satz
912	1	aufgerührt	Letzten Endes wird alles zurück zur Liebe aufgerührt , schreibt Phyllida in ihrem Keltischen Totenbuch .	Letzten Endes wird alles zurück zur Liebe [MASK] , schreibt Phyllida in ihrem Keltischen Totenbuch .		aufrühren	alle
913	0	aufrühren	Während des Streichens sehr oft Farbe aufrühren .	Während des Streichens sehr oft Farbe [MASK] .		aufrühren	Farbe
914	0	aufgerührt	In einem Mehrsterneladen ist der dann auch schön aufgerührt mit Zucker und Sahne verfeinert .	In einem Mehrsterneladen ist der dann auch schön [MASK] mit Zucker und Sahne verfeinert .		aufrühren	
